,Communes,Classement 
33622,BAYEL,19949
33623,BERCENAY EN OTHE,26621
33624,BLIGNICOURT,33182
33625,BOURDENAY,34289
33626,BRAUX,34053
33627,BRIENNE LA VIEILLE,20719
33628,BUCEY EN OTHE,20989
33629,BUCHERES,2852
33630,CHAMPIGNY SUR AUBE,31926
33631,CHAMP SUR BARSE,21806
33632,CHATRES,12642
33633,CHAUMESNIL,31211
33634,CHESLEY,31467
33635,CLEREY,8039
33636,COUSSEGREY,33965
33637,DIERREY ST JULIEN,27787
33638,DOMMARTIN LE COQ,34361
33639,EAUX PUISEAUX,29503
33640,ECHEMINES,28383
33641,ECLANCE,22166
33642,EPAGNE,30703
33643,ETOURVY,34508
33644,FAY LES MARCILLY,31258
33645,FAYS LA CHAPELLE,31397
33646,FERREUX QUINCEY,24885
33647,FONTAINE,11944
33648,FONTAINE LES GRES,27390
33649,LA FOSSE CORDUAN,22247
33650,FOUCHERES,17083
33651,FRESNAY,25342
33652,LAINES AUX BOIS,9788
33653,LANDREVILLE,25027
33654,LAUBRESSEL,13545
33655,LAVAU,1746
33656,LONGCHAMP SUR AUJON,30073
33657,MAISONS LES CHAOURCE,32742
33658,MAIZIERES LA GRANDE PAROISSE,13907
33659,MAIZIERES LA GRANDE PAROISSE,13907
33660,MARAYE EN OTHE,33768
33661,MARNAY SUR SEINE,14290
33662,MAROLLES LES BAILLY,24830
33663,MAUPAS,30673
33664,MEURVILLE,24993
33665,MONTFEY,22346
33666,MONTGUEUX,6723
33667,MONTPOTHIER,19887
33668,MORVILLIERS,32292
33669,MOUSSEY,3997
33670,NEUVILLE SUR VANNE,24878
33671,PINEY,705
33672,PONT STE MARIE,776
33673,PUITS ET NUISEMENT,30396
33674,RAMERUPT,33180
33675,RAMERUPT,33180
33676,LA RIVIERE DE CORPS,1844
33677,ST AUBIN,11917
33678,ST CHRISTOPHE DODINICOURT,32568
33679,ST LYE,3217
33680,ST MARTIN DE BOSSENAY,19499
33681,ST NABORD SUR AUBE,28959
33682,ST NICOLAS LA CHAPELLE,12839
33683,STE SAVINE,685
33684,SALON,34702
33685,SOULAINES DHUYS,33194
33686,SPOY,24245
33687,THENNELIERES,4519
33688,THORS,34339
33689,TROUANS,34370
33690,TROYES,81
33691,VANLAY,31329
33692,VIAPRES LE PETIT,33522
33693,VILLELOUP,30820
33694,VILLENEUVE AU CHEMIN,30522
33695,VILLY LE BOIS,19193
33696,VIREY SOUS BAR,19042
33697,VOIGNY,12585
33698,VOSNON,31537
33699,YEVRES LE PETIT,33447
33700,ALET LES BAINS,17661
33701,ARAGON,20105
33702,AXAT,26547
33703,BESSEDE DE SAULT,33605
33704,BOUISSE,34027
33705,BOUTENAC,15631
33706,BRAM,6485
33707,BROUSSES ET VILLARET,26971
33708,BRUGAIROLLES,26538
33709,BUGARACH,31474
33710,CAMPAGNA DE SAULT,34723
33711,CAMPAGNE SUR AUDE,9508
33712,CARCASSONNE,88
33713,CARLIPA,22820
33714,CAVANAC,2113
33715,CAVES,23074
33716,LA COURTETE,30071
33717,CRUSCADES,7810
33718,DAVEJEAN,34221
33719,DERNACUEILLETTE,34294
33720,ESCOULOUBRE,34556
33721,ESPERAZA,7150
33722,VAL DU FABY,14913
33723,FAJAC EN VAL,26899
33724,FERRALS LES CORBIERES,12628
33725,FLEURY,627
33726,FLEURY,627
33727,LA FORCE,27335
33728,GALINAGUES,33004
33729,GINESTAS,12257
33730,GRAMAZIE,30985
33731,LES ILHES,23874
33732,ISSEL,16822
33733,JONQUIERES,30333
33734,JOUCOU,30195
33735,LABASTIDE D ANJOU,12222
33736,LANET,34206
33737,LA REDORTE,15158
33738,LAROQUE DE FA,33843
33739,LAURAC,29994
33740,LAURE MINERVOIS,19389
33741,LEUCATE,585
33742,LOUPIA,26077
33743,LUC SUR AUDE,17361
33744,MAGRIE,12075
33745,MAISONS,33735
33746,MALVES EN MINERVOIS,12611
33747,MAS DES COURS,24960
33748,MAZEROLLES DU RAZES,30901
33749,MERIAL,34365
33750,MIRAVAL CABARDES,18032
33751,MOLLEVILLE,26098
33752,MONTAURIOL,28461
33753,MONTAZELS,11035
33754,MONTBRUN DES CORBIERES,15262
33755,MONTHAUT,33397
33756,MOUSSOULENS,20533
33757,NEVIAN,18684
33758,PORT LA NOUVELLE,415
33759,PEPIEUX,11407
33760,PEYREFITTE DU RAZES,31305
33761,PEYREFITTE SUR L HERS,31807
33762,PEYROLLES,26491
33763,PIEUSSE,8984
33764,LA POMAREDE,19027
33765,RIEUX MINERVOIS,14038
33766,RIVEL,26738
33767,ROQUECOURBE MINERVOIS,16542
33768,ROUBIA,14952
33769,ROUFFIAC D AUDE,12013
33770,ROUFFIAC DES CORBIERES,33452
33771,ROUTIER,29469
33772,ST FERRIOL,11342
33773,ST JULIA DE BEC,28135
33774,ST JULIEN DE BRIOLA,30832
33775,ST POLYCARPE,24804
33776,STE VALIERE,18982
33777,SONNAC SUR L HERS,23915
33778,SOUGRAIGNE,28691
33779,SOULATGE,33534
33780,TALAIRAN,32779
33781,TOURREILLES,24732
33782,TRASSANEL,24632
33783,TRAUSSE,21904
33784,VILLAR ST ANSELME,18191
33785,VILLASAVARY,18203
33786,VILLAUTOU,32353
33787,VILLEBAZY,17711
33788,VILLENEUVE MINERVOIS,17050
33789,VILLEROUGE TERMENES,33737
33790,VINASSAN,4472
33791,ANGLARS ST FELIX,15473
33792,ARQUES,25820
33793,AUBIN,2691
33794,LE BAS SEGALA,9429
33795,LA BASTIDE SOLAGES,30267
33796,BELCASTEL,14948
33797,BOISSE PENCHOT,4421
33798,BOUILLAC,9891
33799,BROMMAT,941
33800,BROUSSE LE CHATEAU,32030
33801,CALMONT,9153
33802,CAMARES,18269
33803,CAMPUAC,24379
33804,COMPEYRE,8583
33805,COMPS LA GRAND VILLE,12692
33806,CONQUES EN ROUERGUE,13877
33807,CONQUES EN ROUERGUE,13877
33808,COUBISOU,26722
33809,CREISSELS,9852
33810,CRESPIN,22441
33811,DURENQUE,29944
33812,FOISSAC,23337
33813,LA FOUILLADE,15356
33814,GRAMOND,16091
33815,HUPARLAC,32547
33816,LASSOUTS,29531
33817,LESTRADE ET THOUELS,30154
33818,LUC LA PRIMAUBE,1016
33819,MALEVILLE,9014
33820,MONTJAUX,29848
33821,MONTLAUR,25836
33822,MUROLS,32346
33823,NANT,25355
33824,NAUCELLE,9454
33825,PALMAS D AVEYRON,28814
33826,PALMAS D AVEYRON,28814
33827,PEYRELEAU,29553
33828,PEYRUSSE LE ROC,21042
33829,POMAYROLS,21193
33830,QUINS,24881
33831,REBOURGUIL,29560
33832,REQUISTA,15160
33833,LA ROQUE STE MARGUERITE,32894
33834,LA ROUQUETTE,11265
33835,RULLAC ST CIRQ,31606
33836,ST AFFRIQUE,1453
33837,ST CHRISTOPHE VALLON,9432
33838,ST COME D OLT,14690
33839,ARGENCES EN AUBRAC,834
33840,ST GENIEZ D OLT ET D AUBRAC,14218
33841,ST GEORGES DE LUZENCON,15034
33842,ST JUST SUR VIAUR,30448
33843,ST LAURENT D OLT,24162
33844,ST REMY,12100
33845,ST SATURNIN DE LENNE,31282
33846,ST SERNIN SUR RANCE,30704
33847,ST VICTOR ET MELVIEU,26997
33848,SALVAGNAC CAJARC,27553
33849,SAUCLIERES,33571
33850,LA SERRE,31444
33851,SYLVANES,31981
33852,TAUSSAC,25077
33853,VALADY,5539
33854,VALZERGUES,7802
33855,VAUREILLES,16285
33856,VERRIERES,24582
33857,VEZINS DE LEVEZOU,27416
33858,VIALA DU PAS DE JAUX,31650
33859,VILLENEUVE,9443
33860,AIX EN PROVENCE,94
33861,AIX EN PROVENCE,94
33862,ARLES,44
33863,BARBENTANE,2676
33864,BELCODENE,8776
33865,BERRE L ETANG,329
33866,LA BOUILLADISSE,9492
33867,CABANNES,3766
33868,CABRIES,2327
33869,CABRIES,2327
33870,CADOLIVE,6387
33871,CHARLEVAL,14342
33872,CHATEAUNEUF LES MARTIGUES,261
33873,CUGES LES PINS,14674
33874,EYGALIERES,13759
33875,EYGUIERES,3992
33876,LA FARE LES OLIVIERS,5534
33877,FOS SUR MER,335
33878,GARDANNE,1553
33879,GEMENOS,3465
33880,LAMANON,7286
33881,MARIGNANE,99
33882,MARTIGUES,49
33883,MOLLEGES,7132
33884,ORGON,5605
33885,LA PENNE SUR HUVEAUNE,1401
33886,PEYNIER,10934
33887,ROQUEVAIRE,3266
33888,ROQUEVAIRE,3266
33889,LE ROVE,361
33890,ST ETIENNE DU GRES,7526
33891,ST MARC JAUMEGARDE,13019
33892,ST PAUL LES DURANCE,25907
33893,SAUSSET LES PINS,227
33894,SEPTEMES LES VALLONS,3612
33895,TARASCON,2814
33896,TRETS,6928
33897,VAUVENARGUES,27443
33898,VENELLES,2605
33899,MARSEILLE 07,/ 34 837
33900,MARSEILLE 09,/ 34 837
33901,MARSEILLE 12,/ 34 837
33902,VALAMBRAY,20095
33903,AMAYE SUR SEULLES,18588
33904,AURSEULLES,22536
33905,AURSEULLES,22536
33906,COLOMBY ANGUERNY,2456
33907,ANNEBAULT,15566
33908,ARGANCHY,11591
33909,ASNELLES,670
33910,AUDRIEU,9006
33911,LES MONTS D AUNAY,7337
33912,BAZENVILLE,5499
33913,SOULEUVRE EN BOCAGE,16110
33914,SOULEUVRE EN BOCAGE,16110
33915,SOULEUVRE EN BOCAGE,16110
33916,SOULEUVRE EN BOCAGE,16110
33917,BEUVRON EN AUGE,21072
33918,LA BOISSIERE,11224
33919,BOUGY,7374
33920,THUE ET MUE,3474
33921,THUE ET MUE,3474
33922,THUE ET MUE,3474
33923,BRICQUEVILLE,19331
33924,CAIRON,2318
33925,CAMBREMER,8919
33926,CAMBREMER,8919
33927,CAMPAGNOLLES,20974
33928,CANTELOUP,19687
33929,CARDONVILLE,24258
33930,CARPIQUET,1225
33931,CARTIGNY L EPINAY,25987
33932,CAUMONT SUR AURE,19964
33933,CAUMONT SUR AURE,19964
33934,CAUVILLE,27464
33935,CHOUAIN,8635
33936,CINTHEAUX,8710
33937,CLECY,11672
33938,COLLEVILLE SUR MER,852
33939,COLLEVILLE MONTGOMERY,221
33940,CONDE EN NORMANDIE,5051
33941,COQUAINVILLIERS,9251
33942,CORDEY,19806
33943,COURSEULLES SUR MER,251
33944,CREULLY SUR SEULLES,4363
33945,CROCY,28600
33946,CULEY LE PATRY,15835
33947,DEAUVILLE,102
33948,DIVES SUR MER,230
33949,DOUVRES LA DELIVRANDE,1134
33950,DOUVRES LA DELIVRANDE,1134
33951,DOZULE,7831
33952,DRUBEC,12552
33953,BEAUFOUR DRUVAL,22044
33954,ESQUAY SUR SEULLES,5994
33955,LE FAULQ,17684
33956,LA FOLIE,26751
33957,LE FOURNET,20459
33958,GOUSTRANVILLE,14166
33959,GRAINVILLE LANGANNERIE,14966
33960,GRAINVILLE SUR ODON,7576
33961,GRANDCAMP MAISY,881
33962,GRAYE SUR MER,481
33963,HONFLEUR,81
33964,L HOTELLERIE,17474
33965,ISIGNY SUR MER,595
33966,LES ISLES BARDEL,28333
33967,JANVILLE,16256
33968,DIALAN SUR CHAINE,30689
33969,LAIZE CLINCHAMPS,5635
33970,PONTS SUR SEULLES,7882
33971,PONTS SUR SEULLES,7882
33972,TERRES DE DRUANCE,26833
33973,LISORES,21680
33974,LITTEAU,19277
33975,LIVAROT PAYS D AUGE,8539
33976,LIVAROT PAYS D AUGE,8539
33977,LIVAROT PAYS D AUGE,8539
33978,LIVAROT PAYS D AUGE,8539
33979,LIVAROT PAYS D AUGE,8539
33980,LIVAROT PAYS D AUGE,8539
33981,LONGVILLERS,16377
33982,MAROLLES,10635
33983,MOULINS EN BESSIN,10912
33984,MEZIDON VALLEE D AUGE,4377
33985,MEZIDON VALLEE D AUGE,4377
33986,MEZIDON VALLEE D AUGE,4377
33987,MONTFIQUET,24442
33988,MONTIGNY,17822
33989,MOYAUX,6801
33990,MUTRECY,12128
33991,NORON LA POTERIE,12207
33992,OSMANVILLE,915
33993,OUFFIERES,17088
33994,PENNEDEPIE,489
33995,PERIERS SUR LE DAN,2377
33996,PERIGNY,17838
33997,PIERREFITTE EN CINGLAIS,27396
33998,PONT BELLANGER,30799
33999,PORT EN BESSIN HUPPAIN,299
34000,POTIGNY,5893
34001,PRETREVILLE,9635
34002,ROTS,1899
34003,ROUVRES,28634
34004,ST ARNOULT,1907
34005,ST AUBIN DES BOIS,24748
34006,ST CONTEST,441
34007,ST ETIENNE LA THILLAYE,5837
34008,SEULLINE,26312
34009,SEULLINE,26312
34010,ST GERMAIN DE LIVET,9396
34011,ST GERMAIN LANGOT,25237
34012,ST PIERRE EN AUGE,4344
34013,ST PIERRE EN AUGE,4344
34014,ST PIERRE EN AUGE,4344
34015,NOUES DE SIENNE,10072
34016,NOUES DE SIENNE,10072
34017,VAL DE DROME,31702
34018,SOUMONT ST QUENTIN,12409
34019,SULLY,3751
34020,TESSEL,9692
34021,TREPREL,29369
34022,LE TRONQUAY,15105
34023,VALDALLIERE,10189
34024,VALDALLIERE,10189
34025,VALDALLIERE,10189
34026,VALDALLIERE,10189
34027,VALDALLIERE,10189
34028,VERSAINVILLE,7746
34029,VER SUR MER,614
34030,LA VESPIERE FRIARDEL,22611
34031,VICQUES,20418
34032,VILLERS SUR MER,323
34033,VILLERVILLE,277
34034,VIRE NORMANDIE,920
34035,ARPAJON SUR CERE,2729
34036,AUZERS,27559
34037,BEAULIEU,883
34038,BOISSET,28277
34039,BRAGEAC,16337
34040,CASSANIOUZE,24504
34041,CAYROLS,27304
34042,CHAMPS SUR TARENTAINE MARCHAL,14989
34043,LA CHAPELLE LAURENT,27223
34044,COLLANDRES,29954
34045,COLTINES,12574
34046,CUSSAC,22856
34047,DEUX VERGES,33037
34048,DRUGEAC,18756
34049,FERRIERES ST MARY,33711
34050,GLENAT,28980
34051,LABESSERETTE,31380
34052,LAURIE,34324
34053,LAVEISSIERE,20139
34054,LIEUTADES,1024
34055,LORCIERES,32830
34056,VAL D ARCOMIE,974
34057,VAL D ARCOMIE,974
34058,MALBO,29579
34059,MARCHASTEL,30572
34060,MASSIAC,13648
34061,MONTSALVY,17019
34062,MURAT,5930
34063,NEUSSARGUES EN PINATELLE,9465
34064,NEUSSARGUES EN PINATELLE,9465
34065,NEUSSARGUES EN PINATELLE,9465
34066,PAULHAC,25648
34067,PEYRUSSE,33049
34068,RAGEADE,33882
34069,ROANNES ST MARY,8441
34070,ROUFFIAC,31481
34071,ST CONSTANT FOURNOULES,18396
34072,ST CONSTANT FOURNOULES,18396
34073,ST JULIEN DE TOURSAC,27682
34074,ST MARTIN VALMEROUX,15370
34075,ST VICTOR,24541
34076,SIRAN,27183
34077,LE TRIOULOU,10791
34078,USSEL,17953
34079,VALJOUZE,30364
34080,LE VAULMIER,33483
34081,VEYRIERES,28183
34082,VIEILLESPESSE,30908
34083,LE VIGEAN,11269
34084,VITRAC,26637
34085,YTRAC,2771
34086,ABZAC,29176
34087,AIGRE,13680
34088,AMBLEVILLE,24698
34089,ANAIS,17677
34090,ANGEAC CHAMPAGNE,14298
34091,ASNIERES SUR NOUERE,12421
34092,BARBEZIERES,31780
34093,BARRET,14268
34094,BECHERESSE,29165
34095,BESSAC,28535
34096,BIRAC,18150
34097,COTEAUX DU BLANZACAIS,21542
34098,BRIE,11158
34099,BRIE SOUS CHALAIS,29058
34100,CHADURIE,27130
34101,CHARRAS,33344
34102,CHASSENON,14931
34103,CHENON,28075
34104,CHILLAC,32234
34105,COMBIERS,34472
34106,COURBILLAC,23950
34107,COURLAC,18360
34108,DIRAC,7803
34109,EMPURE,24688
34110,EXIDEUIL SUR VIENNE,25526
34111,FONTENILLE,21102
34112,LA FORET DE TESSE,30088
34113,VAL DES VIGNES,29137
34114,LAGARDE SUR LE NE,27676
34115,LIGNE,29337
34116,TERRES DE HAUTE CHARENTE,13587
34117,MAGNAC LAVALETTE VILLARS,25148
34118,MAGNAC SUR TOUVRE,3186
34119,BELLEVIGNE,23113
34120,MARTHON,24037
34121,MONTROLLET,20438
34122,NABINAUD,28478
34123,NANTEUIL EN VALLEE,27796
34124,NERCILLAC,13467
34125,NIEUIL,21569
34126,ORADOUR FANAIS,30036
34127,PERIGNAC,26095
34128,PLEUVILLE,33486
34129,PUYREAUX,24222
34130,RIOUX MARTIN,21318
34131,LA ROCHEFOUCAULD EN ANGOUMOIS,6792
34132,LA ROCHETTE,25039
34133,ROUILLAC,16913
34134,ROUILLAC,16913
34135,ST AMANT DE BOIXE,13008
34136,GRAVES ST AMANT,23124
34137,ST AMANT DE NOUERE,25361
34138,ST AVIT,18662
34139,ST CHRISTOPHE,30659
34140,ST FRAIGNE,31266
34141,ST GEORGES,27111
34142,ST GROUX,24310
34143,ST MARY,31294
34144,VAL D AUGE,26139
34145,ST PREUIL,14821
34146,STE SEVERE,31699
34147,ST SIMON,21254
34148,ST SULPICE DE RUFFEC,31609
34149,ST VALLIER,25371
34150,SALLES D ANGLES,13199
34151,SALLES DE BARBEZIEUX,16393
34152,SALLES DE VILLEFAGNAN,21824
34153,TAIZE AIZIE,10711
34154,TAPONNAT FLEURIGNAC,22555
34155,TOUVERAC,23767
34156,TOUVRE,6177
34157,TRIAC LAUTRAIT,16506
34158,VIBRAC,23719
34159,MOULINS SUR TARDOIRE,27333
34160,ILE D AIX,853
34161,AUJAC,26186
34162,AULNAY,12130
34163,AYTRE,71
34164,BALLANS,30257
34165,BEAUGEAY,5218
34166,BENON,25914
34167,BIRON,27421
34168,LE BOIS PLAGE EN RE,414
34169,BORDS,14574
34170,BOURGNEUF,4567
34171,BOUTENAC TOUVENT,25114
34172,BRAN,27901
34173,CHADENAC,24465
34174,CHAILLEVETTE,660
34175,CHAMPAGNE,13116
34176,LE CHATEAU D OLERON,337
34177,CHERMIGNAC,11514
34178,LA CLOTTE,21343
34179,COLOMBIERS,20399
34180,CRAMCHABAN,28341
34181,CRESSE,28906
34182,LA CROIX COMTESSE,27127
34183,ECHILLAIS,143
34184,LES EDUTS,33790
34185,EXPIREMONT,28857
34186,FENIOUX,18799
34187,FERRIERES,18752
34188,FLEAC SUR SEUGNE,25725
34189,FONTCOUVERTE,7230
34190,FONTENET,19936
34191,FORGES,11154
34192,GEAY,14893
34193,GERMIGNAC,28586
34194,LA GREVE SUR MIGNON,21181
34195,LA GRIPPERIE ST SYMPHORIEN,25500
34196,JAZENNES,17890
34197,JUSSAS,18250
34198,LOIRE SUR NIE,28409
34199,MARENNES HIERS BROUAGE,224
34200,MARENNES HIERS BROUAGE,224
34201,MARSAIS,28360
34202,MASSAC,29041
34203,LES MATHES,521
34204,MEDIS,3242
34205,MERIGNAC,29189
34206,MIGRE,32180
34207,MIGRON,17638
34208,MONTGUYON,8802
34209,MONTROY,6040
34210,MORTIERS,22403
34211,NERE,27546
34212,NEUVICQ,20921
34213,LES NOUILLERS,21800
34214,ORIGNOLLES,22908
34215,PESSINES,13316
34216,LE PIN,28576
34217,ESSOUVERT,18100
34218,PORT D ENVAUX,8721
34219,POUILLAC,22133
34220,PUY DU LAC,14965
34221,REAUX SUR TREFLE,19395
34222,LA ROCHELLE,3
34223,SABLONCEAUX,17048
34224,ST BONNET SUR GIRONDE,19456
34225,ST BRIS DES BOIS,15970
34226,ST DIZANT DU BOIS,19449
34227,ST EUGENE,20246
34228,ST GEORGES ANTIGNAC,21863
34229,ST GEORGES DES COTEAUX,5741
34230,ST GEORGES D OLERON,459
34231,ST GEORGES D OLERON,459
34232,ST GEORGES D OLERON,459
34233,ST GEORGES D OLERON,459
34234,ST HILAIRE DE VILLEFRANCHE,7484
34235,ST HILAIRE DE VILLEFRANCHE,7484
34236,ST JULIEN DE L ESCAP,6089
34237,ST MARTIAL DE MIRAMBEAU,19256
34238,ST MEDARD D AUNIS,13134
34239,ST PALAIS DE NEGRIGNAC,25606
34240,ST PORCHAIRE,7082
34241,ST ROGATIEN,1574
34242,ST SAVINIEN,5871
34243,ST SEVER DE SAINTONGE,20896
34244,SURGERES,5986
34245,TAUGON,18825
34246,TERNANT,8325
34247,THAIMS,25097
34248,TRIZAY,4441
34249,VARZAY,13155
34250,VILLARS EN PONS,22401
34251,YVES,681
34252,YVES,681
34253,ACHERES,34089
34254,ALLOGNY,31468
34255,APREMONT SUR ALLIER,26223
34256,ARCOMPS,19980
34257,ARDENAIS,30628
34258,ARGENVIERES,26038
34259,AUGY SUR AUBOIS,33308
34260,BENGY SUR CRAON,29651
34261,BERRY BOUY,13422
34262,BLANCAFORT,32327
34263,BOUZAIS,8680
34264,BRINON SUR SAULDRE,34128
34265,BUSSY,27145
34266,LA CELLE CONDE,24618
34267,LA CHAPELLE MONTLINARD,13687
34268,CHARENTONNAY,27653
34269,CHASSY,30479
34270,CHATEAUMEILLANT,15302
34271,CHATEAUNEUF SUR CHER,21648
34272,CHAVANNES,28953
34273,CHERY,21524
34274,CLEMONT,33774
34275,CONCRESSAULT,34330
34276,CONTRES,30835
34277,COUST,17978
34278,CROSSES,27898
34279,DAMPIERRE EN CROT,34394
34280,DAMPIERRE EN GRACAY,25932
34281,FARGES ALLICHAMPS,17746
34282,FAVERDINES,27071
34283,FUSSY,7775
34284,GARIGNY,32305
34285,LA GROUTTE,9113
34286,HENRICHEMONT,25690
34287,IVOY LE PRE,33947
34288,JALOGNES,33710
34289,JOUET SUR L AUBOIS,12217
34290,LUGNY BOURBONNAIS,34174
34291,LUNERY,25412
34292,MAISONNAIS,33482
34293,MARMAGNE,9536
34294,MASSAY,18847
34295,MEHUN SUR YEVRE,6010
34296,MEILLANT,19579
34297,MONTLOUIS,31536
34298,NEUVY DEUX CLOCHERS,33850
34299,NOHANT EN GOUT,24991
34300,OIZON,33834
34301,PARASSY,30712
34302,PARNAY,23038
34303,PRECY,30233
34304,QUANTILLY,27023
34305,QUINCY,13216
34306,REIGNY,33253
34307,RIANS,29262
34308,ST AMAND MONTROND,1439
34309,ST BAUDEL,29252
34310,ST DOULCHARD,1603
34311,STE GEMME EN SANCERROIS,19126
34312,ST LOUP DES CHAUMES,33283
34313,ST OUTRILLE,27825
34314,STE THORETTE,23051
34315,SANTRANGES,29097
34316,SAVIGNY EN SANCERRE,28477
34317,SAVIGNY EN SEPTAINE,25744
34318,SOYE EN SEPTAINE,10493
34319,SURY ES BOIS,30379
34320,TENDRON,32284
34321,VENESMES,25368
34322,VERNAIS,33952
34323,VERNEUIL,31709
34324,VILLECELIN,31841
34325,VILLENEUVE SUR CHER,16536
34326,VINON,21017
34327,VORLY,32275
34328,ALLASSAC,2925
34329,ALLEYRAT,21553
34330,AUBAZINES,8446
34331,BAR,7421
34332,BRIGNAC LA PLAINE,12067
34333,CHAMBOULIVE,15960
34334,CHAMEYRAT,5142
34335,LA CHAPELLE AUX SAINTS,12459
34336,CHASTEAUX,6545
34337,CORNIL,3871
34338,COSNAC,3048
34339,DAMPNIAT,3503
34340,DAVIGNAC,26028
34341,ESPAGNAC,19773
34342,FEYT,25439
34343,GRANDSAIGNE,33371
34344,GROS CHASTANG,24519
34345,GUMOND,28139
34346,LANTEUIL,4739
34347,LAPLEAU,28146
34348,LARCHE,2629
34349,LAROCHE PRES FEYT,32170
34350,LATRONCHE,28002
34351,LAVAL SUR LUZEGE,28070
34352,LESTARDS,27235
34353,LIGNAREIX,22778
34354,LE LONZAC,21087
34355,LOUIGNAC,27324
34356,MALEMORT,1985
34357,MANSAC,6931
34358,MAUSSAC,24084
34359,MONCEAUX SUR DORDOGNE,27491
34360,MONESTIER PORT DIEU,1034
34361,NESPOULS,4521
34362,NEUVILLE,23040
34363,NONARDS,17272
34364,OBJAT,4438
34365,PALISSE,25726
34366,PANDRIGNES,8076
34367,PERPEZAC LE NOIR,13455
34368,PEYRELEVADE,26978
34369,PIERREFITTE,19422
34370,PRADINES,26033
34371,LA ROCHE CANILLAC,17723
34372,SADROC,16203
34373,ST BONNET LA RIVIERE,22078
34374,ST GERMAIN LAVOLPS,22925
34375,ST GERMAIN LES VERGNES,12265
34376,ST JULIEN MAUMONT,15233
34377,ST MARTIN LA MEANNE,23733
34378,ST MERD LES OUSSINES,30006
34379,ST MEXANT,4391
34380,ST PANTALEON DE LAPLEAU,23009
34381,ST PARDOUX LE NEUF,22913
34382,ST SALVADOUR,13109
34383,ST SETIERS,33214
34384,ST VICTOUR,31649
34385,ST YRIEIX LE DEJALAT,23573
34386,SARRAN,18776
34387,SARROUX ST JULIEN,886
34388,SEGUR LE CHATEAU,19451
34389,SOUDEILLES,13566
34390,TOY VIAM,30110
34391,USSEL,1006
34392,VIAM,17902
34393,AGEY,23170
34394,AIGNAY LE DUC,33811
34395,ALLEREY,30045
34396,ARRANS,13151
34397,AUXANT,31766
34398,BARBIREY SUR OUCHE,26959
34399,BARD LE REGULIER,33968
34400,BEAUNE,264
34401,BELLENEUVE,17017
34402,BELLENOT SOUS POUILLY,19974
34403,BENOISEY,20570
34404,BEURIZOT,31316
34405,BEZOUOTTE,26944
34406,BISSEY LA COTE,33324
34407,BLIGNY LES BEAUNE,2659
34408,BRAIN,25799
34409,BRAZEY EN PLAINE,8944
34410,BREMUR ET VAUROIS,34107
34411,BRETENIERE,4746
34412,BUSSIERES,34778
34413,CERILLY,22248
34414,CHAILLY SUR ARMANCON,30829
34415,CHAMBOEUF,10926
34416,CHAMPEAU EN MORVAN,30745
34417,CHANCEAUX,33164
34418,CHANNAY,34503
34419,CHAUDENAY LA VILLE,31060
34420,CHAUMONT LE BOIS,27412
34421,CHEUGE,26256
34422,CHEVANNAY,29940
34423,CHEVANNES,19963
34424,CIVRY EN MONTAGNE,18631
34425,CLAMEREY,29172
34426,CLERY,27105
34427,COLLONGES LES BEVY,21235
34428,CORMOT VAUCHIGNON,21445
34429,COURCELLES LES MONTBARD,20525
34430,COURCELLES LES SEMUR,20587
34431,CREANCEY,13028
34432,CUISEREY,26006
34433,CUSSEY LES FORGES,30981
34434,DRAMBON,26280
34435,EBATY,11544
34436,EPOISSES,21225
34437,ESBARRES,18828
34438,ESSEY,26185
34439,L ETANG VERGY,17731
34440,ETAULES,8726
34441,FAIN LES MOUTIERS,30721
34442,FAUVERNEY,4802
34443,FLAGEY ECHEZEAUX,8530
34444,FLAVIGNEROT,5141
34445,FOISSY,30574
34446,FORLEANS,28107
34447,FROLOIS,34024
34448,GEMEAUX,17039
34449,GERGUEIL,27792
34450,GEVREY CHAMBERTIN,2721
34451,GILLY LES CITEAUX,8541
34452,GRANCEY LE CHATEAU NEUVELLE,34391
34453,GRANCEY SUR OURCE,33937
34454,JAILLY LES MOULINS,31155
34455,JANCIGNY,30247
34456,JOUEY,24951
34457,LACANCHE,24589
34458,LERY,34103
34459,LICEY SUR VINGEANNE,32656
34460,LONGEAULT PLUVAULT,8184
34461,LONGEAULT PLUVAULT,8184
34462,LONGECOURT LES CULETRE,28231
34463,LUX,19343
34464,MAGNIEN,22321
